Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Body Style,Dealer_Region
2/5/2023,Aarav,Male,13500,Race Car Help,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,Sedan,Austin
2/5/2023,Aaron,Male,662000,Ryder Truck Rental and Leasing,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Middletown
2/5/2023,Aayan,Male,625500,Saab-Belle Dodge,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,Sedan,Aurora
2/5/2023,Abdullah,Male,420500,Star Enterprises Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43500,Hatchback,Pasco
2/5/2023,Adam,Male,583000,Suburban Ford,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Janesville
2/5/2023,Sophia,Male,1775000,Nebo Chevrolet,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22500,Hardtop,Middletown
2/5/2023,Adrian,Male,13500,U-Haul CO,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Austin
2/5/2023,Stella,Male,13500,Pars Auto Sales,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hardtop,Greenville
2/5/2023,Ahmed,Male,618500,Rabun Used Car Sales,Acura,RL,Overhead Camshaft,Manual,Red,17500,SUV,Scottsdale
2/5/2023,Ahnaf,Male,13500,Race Car Help,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,Passenger,Austin
2/5/2023,Nancy,Male,3110000,Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Quest,Overhead Camshaft,Manual,Black,19000,SUV,Pasco
2/5/2023,Shane,Male,820000,Ryder Truck Rental and Leasing,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Hardtop,Middletown
2/5/2023,Natalia,Male,1425000,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12500,Sedan,Scottsdale
2/5/2023,Natalie,Male,13500,Race Car Help,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,Hatchback,Austin
2/5/2023,Nataly,Female,1090000,Ryder Truck Rental and Leasing,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Middletown
2/5/2023,Natasha,Male,1530000,Saab-Belle Dodge,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,Passenger,Aurora
2/5/2023,Nathalia,Male,1900000,Scrivener Performance Engineering,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Greenville
2/5/2023,Nathalie,Male,13500,Star Enterprises Inc,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Pasco
2/5/2023,Nathaly,Female,475000,Suburban Ford,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,Sedan,Janesville
2/5/2023,Nayeli,Male,13500,Tri-State Mack Inc,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,SUV,Scottsdale
2/5/2023,Nevaeh,Male,1500000,U-Haul CO,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,Sedan,Austin
2/5/2023,Nicole,Male,1360000,Progressive Shippers Cooperative Association No,Ford,Taurus,Overhead Camshaft,Manual,Red,22000,SUV,Janesville
2/5/2023,Nina,Male,13500,Rabun Used Car Sales,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,Passenger,Scottsdale
2/5/2023,Timothy,Male,830000,U-Haul CO,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,Hardtop,Austin
2/5/2023,Nyla,Male,13500,Ryder Truck Rental and Leasing,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Middletown
2/5/2023,Lisa,Male,13500,Suburban Ford,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18001,Hardtop,Janesville
2/5/2023,Usher,Female,330000,Scrivener Performance Engineering,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Greenville
2/5/2023,Victor,Male,829000,Star Enterprises Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,33000,Passenger,Pasco
2/5/2023,Vincent,Male,786000,Suburban Ford,Dodge,Stratus,Overhead Camshaft,Manual,Red,25000,Hatchback,Janesville
2/5/2023,Vincenzo,Male,458000,Tri-State Mack Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Sedan,Scottsdale
2/5/2023,Gaston,Male,1180000,Tri-State Mack Inc,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,Hardtop,Austin
2/5/2023,Julia,Male,1080000,Saab-Belle Dodge,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22001,Hardtop,Aurora
2/5/2023,Pierre,Female,1235500,Chrysler Plymouth,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,15551,Hardtop,Janesville
2/5/2023,Julie,Male,13500,Nebo Chevrolet,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23001,Hardtop,Middletown
2/5/2023,Hugo,Male,620000,Rabun Used Car Sales,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27001,Hardtop,Austin
2/5/2023,Yakov,Male,562500,Race Car Help,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15500,SUV,Austin
2/5/2023,Leo,Female,385000,U-Haul CO,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,Hardtop,Austin
2/5/2023,Yechezkel,Male,520000,Saab-Belle Dodge,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hatchback,Aurora
2/5/2023,Yechiel,Female,2250000,Scrivener Performance Engineering,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Greenville
2/5/2023,Leo,Female,375000,Scrivener Performance Engineering,Dodge,Ram Pickup,Overhead Camshaft,Manual,Red,25001,Hardtop,Greenville
2/5/2023,Brieuc,Female,745000,C & M Motors Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19001,Sedan,Greenville
2/5/2023,Eleanor,Male,1025000,Ryder Truck Rental and Leasing,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27500,Hardtop,Middletown
2/5/2023,Lara,Male,1450000,Chrysler of Tri-Cities,Chrysler,LHS,Overhead Camshaft,Manual,Black,51001,Hatchback,Janesville
2/5/2023,Mateo,Male,13500,Chrysler Plymouth,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9001,Passenger,Scottsdale
2/5/2023,Ethan,Female,1300000,Classic Chevy,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Red,24001,Sedan,Austin
2/5/2023,Martial,Female,13500,Clay Johnson Auto Sales,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Hatchback,Middletown
2/5/2023,Audrey,Male,886000,Diehl Motor CO Inc,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14001,SUV,Aurora
2/5/2023,Philomene,Male,1126500,Enterprise Rent A Car,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46651,Passenger,Greenville
2/5/2023,Aurore,Male,1835000,Gartner Buick Hyundai Saab,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16501,SUV,Pasco
2/5/2023,Fabian,Male,1450000,Hatfield Volkswagen,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23001,Sedan,Janesville
2/5/2023,Lea,Male,1540000,Iceberg Rentals,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17001,Passenger,Scottsdale
2/5/2023,Elena,Male,13500,Saab-Belle Dodge,Subaru,Forester,Overhead Camshaft,Manual,Red,26000,Hardtop,Aurora
2/5/2023,Marine,Male,1960000,Motor Vehicle Branch Office,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Black,9001,Hatchback,Janesville
2/5/2023,Oceane,Male,1160000,Nebo Chevrolet,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43001,Sedan,Scottsdale
2/5/2023,Vincent,Female,770000,New Castle Ford Lincoln Mercury,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33001,Sedan,Austin
2/6/2023,Jalen,Male,1250000,Nebo Chevrolet,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Red,24000,Sedan,Middletown
2/6/2023,Aidan,Male,727000,Ryder Truck Rental and Leasing,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Sedan,Middletown
2/6/2023,Olivia,Male,13500,Saab-Belle Dodge,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,Passenger,Aurora
2/6/2023,Yehuda,Male,1528500,Suburban Ford,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26850,Sedan,Janesville
2/6/2023,Thomas,Male,13500,Pars Auto Sales,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,Hatchback,Middletown
2/7/2023,Jamal,Male,542000,New Castle Ford Lincoln Mercury,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,Hatchback,Aurora
2/7/2023,Jamel,Male,641000,Pars Auto Sales,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,Sedan,Greenville
2/7/2023,James,Male,1395000,Pitre Buick-Pontiac-Gmc of Scottsdale,Audi,A6,Overhead Camshaft,Manual,Black,25500,SUV,Pasco
2/7/2023,Jamir,Male,13500,Progressive Shippers Cooperative Association No,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Janesville
2/7/2023,Aiden,Male,535000,Saab-Belle Dodge,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Aurora
2/7/2023,Alan,Male,560000,Scrivener Performance Engineering,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,Passenger,Greenville
2/7/2023,Albert,Male,860000,Star Enterprises Inc,Nissan,Quest,Overhead Camshaft,Manual,Black,19000,SUV,Pasco
2/7/2023,Alex,Male,802000,Suburban Ford,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Janesville
2/7/2023,William,Male,645000,Ryder Truck Rental and Leasing,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hardtop,Middletown
2/7/2023,Penelope,Male,13500,Star Enterprises Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,SUV,Pasco
2/7/2023,Perla,Male,13500,Suburban Ford,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85000,Passenger,Janesville
2/7/2023,Rachel,Male,2538000,Tri-State Mack Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43800,Sedan,Scottsdale
2/7/2023,Yehudah,Male,630000,Tri-State Mack Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,SUV,Scottsdale
2/7/2023,Yida,Male,1690000,U-Haul CO,BMW,528i,Overhead Camshaft,Manual,Black,21000,SUV,Austin
2/7/2023,Antoine,Male,730000,Enterprise Rent A Car,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,44001,Hardtop,Aurora
2/7/2023,Yisrael,Male,610000,C & M Motors Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,Hatchback,Aurora
2/7/2023,Lea,Male,730000,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Mustang,Overhead Camshaft,Manual,Red,25001,Hatchback,Aurora
2/7/2023,Erica,Female,900000,Chrysler of Tri-Cities,Ford,Focus,Overhead Camshaft,Manual,Black,49001,Hardtop,Pasco
2/7/2023,Esther,Female,600000,Clay Johnson Auto Sales,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000,Hardtop,Austin
2/7/2023,Evelyn,Male,13500,Enterprise Rent A Car,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Pale White,12000,Hardtop,Aurora
2/8/2023,Jared,Female,520000,Rabun Used Car Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,SUV,Scottsdale
2/8/2023,Jasiah,Male,860000,Race Car Help,Nissan,Maxima,Overhead Camshaft,Manual,Red,16000,Sedan,Austin
2/8/2023,Alexander,Male,800000,Tri-State Mack Inc,Honda,Accord,Overhead Camshaft,Manual,Black,43000,Sedan,Scottsdale
2/8/2023,Ali,Male,854000,U-Haul CO,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,54000,Sedan,Austin
2/8/2023,Raquel,Female,255000,U-Haul CO,Buick,Regal,Overhead Camshaft,Manual,Red,43000,Passenger,Austin
2/8/2023,Rebecca,Male,2300000,Buddy Storbeck's Diesel Service Inc,Audi,A6,Overhead Camshaft,Manual,Black,25000,SUV,Middletown
2/8/2023,Yisroel,Male,13500,Capitol KIA,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Greenville
2/8/2023,Chloe,Female,13500,Iceberg Rentals,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Hardtop,Janesville
2/8/2023,Hippolyte,Male,13500,Ryder Truck Rental and Leasing,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9001,SUV,Scottsdale
2/8/2023,Nathan,Male,2300000,Saab-Belle Dodge,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75001,Hatchback,Austin
2/9/2023,Jason,Male,440000,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,15000,Hatchback,Middletown
2/9/2023,Jayden,Male,860000,Saab-Belle Dodge,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,SUV,Aurora
2/9/2023,Allen,Female,1220000,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Middletown
2/9/2023,Alvin,Male,13500,C & M Motors Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71000,SUV,Aurora
2/9/2023,Zachariah,Male,486000,Scrivener Performance Engineering,Volkswagen,Beetle,Overhead Camshaft,Manual,Red,21000,Hardtop,Greenville
2/9/2023,Riley,Male,1600000,Capitol KIA,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,SUV,Greenville
2/9/2023,Yitzchok,Female,13500,Chrysler Plymouth,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,Sedan,Janesville
2/9/2023,Yoel,Female,13500,Classic Chevy,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,Sedan,Scottsdale
2/9/2023,Axel,Male,1790000,Scrivener Performance Engineering,Pontiac,Bonneville,Overhead Camshaft,Manual,Red,11001,Hatchback,Middletown
2/9/2023,Amath,Female,13500,Star Enterprises Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,SUV,Aurora
2/11/2023,Jaylen,Female,795000,Scrivener Performance Engineering,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Black,11000,Passenger,Greenville
2/11/2023,Andrew,Male,1735000,Capitol KIA,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17500,Sedan,Greenville
2/11/2023,Zaire,Male,1035000,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,33500,Hardtop,Janesville
2/11/2023,Yonah,Male,13500,Clay Johnson Auto Sales,Ford,Escort,Overhead Camshaft,Manual,Black,11000,Passenger,Austin
2/11/2023,Grace,Male,13500,Suburban Ford,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16001,SUV,Greenville
2/12/2023,Jayson,Male,13500,Star Enterprises Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,Hatchback,Pasco
2/12/2023,Jelani,Female,815000,Suburban Ford,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Sedan,Janesville
2/12/2023,Tatiana,Male,13500,Progressive Shippers Cooperative Association No,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,24000,Hardtop,Janesville
2/12/2023,Anson,Male,904000,Chrysler Plymouth,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,Hatchback,Janesville
2/12/2023,Rose,Female,1520000,Chrysler Plymouth,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,Passenger,Janesville
2/12/2023,Roselyn,Male,13500,Classic Chevy,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37000,SUV,Scottsdale
2/12/2023,Yosef,Male,13500,Diehl Motor CO Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39000,Sedan,Middletown
2/12/2023,Yousef,Male,588000,Enterprise Rent A Car,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Aurora
2/12/2023,Gabriella,Female,500000,Iceberg Rentals,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hardtop,Janesville
2/12/2023,Mattis,Female,13500,U-Haul CO,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,Passenger,Janesville
2/13/2023,Jeremiah,Male,835000,Tri-State Mack Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,Hatchback,Scottsdale
2/13/2023,Anthony,Male,500000,Classic Chevy,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Scottsdale
2/13/2023,Ruby,Male,2115000,Clay Johnson Auto Sales,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17500,Passenger,Austin
2/13/2023,Youssef,Female,1380000,Gartner Buick Hyundai Saab,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Sedan,Greenville
2/13/2023,Hanna,Male,520000,Pitre Buick-Pontiac-Gmc of Scottsdale,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Pasco
2/14/2023,Jeremy,Male,705000,U-Haul CO,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,Hatchback,Austin
2/14/2023,Jermaine,Female,1050000,Progressive Shippers Cooperative Association No,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,31000,Passenger,Janesville
2/14/2023,Jesse,Male,800000,Rabun Used Car Sales,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Scottsdale
2/14/2023,Joel,Male,13500,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,Red,17000,Sedan,Austin
2/14/2023,John,Male,13500,Ryder Truck Rental and Leasing,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Red,57000,SUV,Middletown
2/14/2023,Arjun,Male,1440000,Clay Johnson Auto Sales,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,Passenger,Austin
2/14/2023,Aryan,Male,900000,Diehl Motor CO Inc,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12000,Passenger,Middletown
2/14/2023,Asher,Male,540000,Enterprise Rent A Car,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Aurora
2/14/2023,Caitlin,Male,13500,Star Enterprises Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,Hardtop,Pasco
2/14/2023,Hannah,Male,1400000,Progressive Shippers Cooperative Association No,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hardtop,Janesville
2/14/2023,Sabrina,Male,1700000,Diehl Motor CO Inc,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29000,Hatchback,Middletown
2/14/2023,Sadie,Male,13500,Enterprise Rent A Car,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Aurora
2/14/2023,Samantha,Male,13500,Gartner Buick Hyundai Saab,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,Passenger,Greenville
2/14/2023,Samara,Male,3500000,Hatfield Volkswagen,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Pasco
2/14/2023,Sara,Male,1750000,Iceberg Rentals,Porsche,Boxter,Overhead Camshaft,Manual,Red,24000,SUV,Janesville
2/14/2023,Zachary,Female,1185000,Hatfield Volkswagen,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85500,Passenger,Pasco
2/14/2023,Zalmen,Male,882000,Iceberg Rentals,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,Hatchback,Janesville
2/14/2023,Zev,Male,831000,McKinney Dodge Chrysler Jeep,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Scottsdale
2/14/2023,Abigail,Male,2130000,Motor Vehicle Branch Office,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,Sedan,Austin
2/14/2023,Ada,Male,13500,Nebo Chevrolet,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16000,Passenger,Middletown
2/14/2023,Aurore,Male,820000,Rabun Used Car Sales,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,31001,Sedan,Austin
2/14/2023,Lylou,Male,878000,Race Car Help,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,Sedan,Middletown
2/14/2023,Orlane,Male,1606000,Ryder Truck Rental and Leasing,Volvo,S80,Overhead Camshaft,Manual,Red,25601,Sedan,Aurora
2/14/2023,Julie,Male,13500,Saab-Belle Dodge,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001,Passenger,Greenville
2/14/2023,Aorien,Male,1540000,Scrivener Performance Engineering,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001,Passenger,Pasco
2/15/2023,Jonathan,Male,880000,Saab-Belle Dodge,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Aurora
2/15/2023,Jordan,Male,1000000,Scrivener Performance Engineering,Acura,RL,Overhead Camshaft,Manual,Black,18000,SUV,Greenville
2/15/2023,Ayaan,Male,600000,Iceberg Rentals,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Janesville
2/15/2023,Ayan,Male,401500,McKinney Dodge Chrysler Jeep,BMW,528i,Overhead Camshaft,Manual,Black,21500,SUV,Scottsdale
2/15/2023,Sarah,Female,580000,McKinney Dodge Chrysler Jeep,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Scottsdale
2/15/2023,Sarai,Male,967500,Motor Vehicle Branch Office,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39500,Sedan,Austin
2/15/2023,Aisha,Male,650000,New Castle Ford Lincoln Mercury,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31000,Hatchback,Aurora
2/15/2023,Aiza,Male,599000,Pars Auto Sales,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,Sedan,Greenville
2/15/2023,Joy,Male,565000,Tri-State Mack Inc,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Red,12000,Hardtop,Austin
2/15/2023,Margot,Male,1875000,Suburban Ford,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19501,Passenger,Scottsdale
2/16/2023,Joseph,Male,754000,Star Enterprises Inc,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,Passenger,Pasco
2/16/2023,Joshua,Male,13500,Suburban Ford,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,SUV,Janesville
2/16/2023,Josiah,Male,916000,Tri-State Mack Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Hatchback,Scottsdale
2/16/2023,Julian,Male,590000,U-Haul CO,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,SUV,Austin
2/16/2023,Justice,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Middletown
2/16/2023,Justin,Male,575000,C & M Motors Inc,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,SUV,Aurora
2/16/2023,Kaden,Male,1020000,Capitol KIA,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Greenville
2/16/2023,Kai,Male,1510000,Chrysler of Tri-Cities,Dodge,Stratus,Overhead Camshaft,Manual,Red,37000,Hatchback,Pasco
2/16/2023,Kaiden,Male,801000,Chrysler Plymouth,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13000,Passenger,Janesville
2/16/2023,Helen,Male,1162500,Saab-Belle Dodge,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57250,Hardtop,Aurora
2/16/2023,Melanie,Male,740000,McKinney Dodge Chrysler Jeep,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Pale White,12000,Hardtop,Scottsdale
2/16/2023,Benson,Male,1012000,New Castle Ford Lincoln Mercury,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20200,Hatchback,Aurora
2/16/2023,Bowen,Male,565000,Pars Auto Sales,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,SUV,Greenville
2/16/2023,Brandon,Male,502500,Pitre Buick-Pontiac-Gmc of Scottsdale,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51500,Sedan,Pasco
2/16/2023,Brayden,Male,1550000,Progressive Shippers Cooperative Association No,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Janesville
2/16/2023,Brendan,Male,420000,Rabun Used Car Sales,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,SUV,Scottsdale
2/16/2023,Brian,Male,785000,Race Car Help,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Austin
2/16/2023,Melissa,Male,505000,New Castle Ford Lincoln Mercury,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hardtop,Aurora
2/16/2023,Sariah,Male,2077000,Nebo Chevrolet,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,24700,Hatchback,Middletown
2/16/2023,Sasha,Male,2850000,New Castle Ford Lincoln Mercury,Volvo,C70,Overhead Camshaft,Manual,Black,36000,Hatchback,Aurora
2/16/2023,Savanna,Female,1350000,Pars Auto Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Greenville
2/16/2023,Adan,Male,840000,Chrysler Plymouth,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,Hardtop,Janesville
2/16/2023,Scarlet,Male,411000,Progressive Shippers Cooperative Association No,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Janesville
2/16/2023,Scarlett,Male,1222000,Rabun Used Car Sales,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21200,Sedan,Scottsdale
2/16/2023,Adrian,Male,800000,Diehl Motor CO Inc,Volvo,S70,Overhead Camshaft,Manual,Red,21000,Hardtop,Middletown
2/16/2023,Serenity,Male,1550000,Ryder Truck Rental and Leasing,Subaru,Outback,Overhead Camshaft,Manual,Red,49000,SUV,Middletown
2/16/2023,Gia,Male,1640000,Race Car Help,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Austin
2/16/2023,Aleena,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14000,Sedan,Pasco
2/16/2023,Alexa,Male,820000,Progressive Shippers Cooperative Association No,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Janesville
